cluster	Spannungsebene_Category	Spannungsebene_Category
1814	Hochspannung	6
1814	Mittelspannung	2
1815	Mittelspannung	5
1815	Umspannebene Hochspannung/Mittelspannung	2
1816	Mittelspannung	10
1817	Mittelspannung	15
1818	Hochspannung	22
1819	Mittelspannung	5
1820	Mittelspannung	9
1821	Mittelspannung	7
1822	Mittelspannung	7
1822	Niederspannung	1
1823	Mittelspannung	10
1824	Mittelspannung	9
1825	Mittelspannung	7
1826	Mittelspannung	6
1826	Umspannebene Hochspannung/Mittelspannung	3
1827	Mittelspannung	12
1827	Umspannebene Hochspannung/Mittelspannung	6
1828	Mittelspannung	4
1829	Mittelspannung	4
1830	Mittelspannung	13
1830	Hochspannung	10
1831	Hochspannung	29
1832	Hochspannung	21
1832	Mittelspannung	5
1833	Hochspannung	4
1833	Mittelspannung	1
1834	Mittelspannung	19
1834	Hochspannung	4
1835	Mittelspannung	10
1836	Umspannebene Hochspannung/Mittelspannung	3
1836	Mittelspannung	1
1837	Mittelspannung	7
1838	Hochspannung	4
1838	Mittelspannung	4
1839	Umspannebene Hochspannung/Mittelspannung	6
1840	Mittelspannung	8
1841	Mittelspannung	20
1842	Mittelspannung	9
1842	Niederspannung	1
1843	Mittelspannung	5
1844	Mittelspannung	5
1845	Mittelspannung	7
1846	Höchstspannung	25
1846	Mittelspannung	4
1847	Umspannebene Hochspannung/Mittelspannung	12
1847	Mittelspannung	1
1848	Mittelspannung	13
1849	Höchstspannung	10
1850	Mittelspannung	7
1851	Mittelspannung	8
1852	Hochspannung	23
1853	Mittelspannung	6
1854	Mittelspannung	7
1855	Mittelspannung	4
1856	Mittelspannung	42
1857	Mittelspannung	6
1858	Mittelspannung	5
1859	Mittelspannung	14
1859	Umspannebene Mittelspannung/Niederspannung	1
1860	Mittelspannung	10
1861	Mittelspannung	4
1862	Mittelspannung	4
1863	Mittelspannung	11
1864	Mittelspannung	2
1864	Niederspannung	1
1865	Mittelspannung	11
1865	Umspannebene Mittelspannung/Niederspannung	2
1866	Mittelspannung	5
1867	Mittelspannung	13
1867	Umspannebene Hochspannung/Mittelspannung	1
1868	Umspannebene Hochspannung/Mittelspannung	12
1868	Mittelspannung	3
1869	Mittelspannung	11
1870	Mittelspannung	6
1871	Mittelspannung	10
1871	Umspannebene Hochspannung/Mittelspannung	4
1872	Mittelspannung	4
1873	Mittelspannung	6
1874	Mittelspannung	17
1874	Hochspannung	12
1875	Hochspannung	7
1875	Mittelspannung	2
1876	Mittelspannung	5
1877	Mittelspannung	5
1878	Mittelspannung	9
1879	Umspannebene Hochspannung/Mittelspannung	6
1879	Mittelspannung	1
1880	Mittelspannung	4
1881	Mittelspannung	4
1881	Niederspannung	1
1881	Umspannebene Mittelspannung/Niederspannung	1
1882	Mittelspannung	24
1882	Umspannebene Hochspannung/Mittelspannung	3
1882	Umspannebene Mittelspannung/Niederspannung	1
1883	Mittelspannung	9
1884	Mittelspannung	6
1885	Umspannebene Hochspannung/Mittelspannung	4
1885	Mittelspannung	1
1886	Umspannebene Hochspannung/Mittelspannung	4
1887	Mittelspannung	7
1888	Mittelspannung	4
1889	Umspannebene Hochspannung/Mittelspannung	10
1890	Mittelspannung	5
1890	Umspannebene Hochspannung/Mittelspannung	5
1891	Mittelspannung	4
1892	Mittelspannung	11
1893	Mittelspannung	8
1894	Mittelspannung	12
1895	Mittelspannung	5
1896	Mittelspannung	10
1897	Mittelspannung	3
1897	Umspannebene Hochspannung/Mittelspannung	2
1898	Mittelspannung	6
1898	Niederspannung	1
1899	Mittelspannung	5
1900	Mittelspannung	22
1900	Hochspannung	3
1901	Hochspannung	5
1902	Umspannebene Hochspannung/Mittelspannung	13
1902	Hochspannung	5
1902	Mittelspannung	3
1903	Hochspannung	4
1903	Mittelspannung	2
1904	Mittelspannung	6
1905	Mittelspannung	8
1905	Hochspannung	4
1905	Umspannebene Hochspannung/Mittelspannung	4
1905	Niederspannung	1
1906	Mittelspannung	4
1907	Mittelspannung	8
1908	Mittelspannung	2
1908	Umspannebene Hochspannung/Mittelspannung	2
1909	Umspannebene Hochspannung/Mittelspannung	4
1910	Mittelspannung	7
1911	Mittelspannung	8
1912	Mittelspannung	4
1913	Umspannebene Hochspannung/Mittelspannung	10
1914	Umspannebene Hochspannung/Mittelspannung	6
1914	Mittelspannung	1
1914	Umspannebene Mittelspannung/Niederspannung	1
1915	Mittelspannung	3
1915	Umspannebene Mittelspannung/Niederspannung	1
1916	Mittelspannung	10
1917	Hochspannung	9
1917	Mittelspannung	2
1917	Umspannebene Hochspannung/Mittelspannung	2
1918	Mittelspannung	9
1919	Hochspannung	5
1919	Mittelspannung	5
1920	Mittelspannung	4
1921	Hochspannung	9
1921	Niederspannung	1
1922	Mittelspannung	8
1923	Umspannebene Hochspannung/Mittelspannung	7
1923	Mittelspannung	1
1924	Mittelspannung	6
1925	Hochspannung	7
1925	Mittelspannung	1
1926	Hochspannung	20
1927	Umspannebene Hochspannung/Mittelspannung	4
1928	Mittelspannung	7
1928	Niederspannung	1
1928	Umspannebene Mittelspannung/Niederspannung	1
1929	Mittelspannung	6
1930	Hochspannung	15
1931	Hochspannung	5
1931	Mittelspannung	1
1932	Mittelspannung	13
1933	Mittelspannung	6
1934	Umspannebene Hochspannung/Mittelspannung	7
1934	Mittelspannung	2
1935	Mittelspannung	7
1935	Umspannebene Hochspannung/Mittelspannung	2
1936	Mittelspannung	7
1937	Mittelspannung	9
1938	Mittelspannung	5
1938	Umspannebene Hochspannung/Mittelspannung	2
1939	Mittelspannung	4
1940	Hochspannung	9
1941	Umspannebene Hochspannung/Mittelspannung	8
1941	Mittelspannung	1
1942	Mittelspannung	14
1943	Mittelspannung	7
1944	Umspannebene Mittelspannung/Niederspannung	4
1945	Mittelspannung	7
1946	Hochspannung	6
1947	Mittelspannung	6
1947	Umspannebene Hochspannung/Mittelspannung	1
1948	Mittelspannung	6
1949	Mittelspannung	6
1950	Hochspannung	25
1950	Mittelspannung	23
1950	Umspannebene Hochspannung/Mittelspannung	4
1950	Umspannebene Mittelspannung/Niederspannung	1
1951	Hochspannung	7
1951	Mittelspannung	6
1951	Umspannebene Hochspannung/Mittelspannung	5
1952	Hochspannung	16
1953	Mittelspannung	8
1953	Umspannebene Hochspannung/Mittelspannung	2
1954	Umspannebene Hochspannung/Mittelspannung	6
1955	Mittelspannung	9
1956	Mittelspannung	12
1957	Mittelspannung	4
1958	Mittelspannung	4
1959	Mittelspannung	8
1960	Mittelspannung	5
1960	Umspannebene Hochspannung/Mittelspannung	4
1961	Mittelspannung	10
1962	Umspannebene Hochspannung/Mittelspannung	8
1962	Mittelspannung	2
1963	Mittelspannung	6
1964	Mittelspannung	7
1965	Mittelspannung	25
1965	Hochspannung	1
1966	Mittelspannung	7
1967	Hochspannung	4
1967	Mittelspannung	3
1968	Mittelspannung	13
1969	Hochspannung	13
1970	Mittelspannung	9
1971	Mittelspannung	5
1972	Mittelspannung	4
1973	Mittelspannung	6
1974	Mittelspannung	6
1974	Umspannebene Hochspannung/Mittelspannung	4
1975	Umspannebene Hochspannung/Mittelspannung	5
1976	Mittelspannung	13
1976	Niederspannung	1
1977	Mittelspannung	5
1978	Umspannebene Hochspannung/Mittelspannung	10
1978	Mittelspannung	6
1978	Niederspannung	1
1979	Umspannebene Mittelspannung/Niederspannung	11
1979	Mittelspannung	4
1979	Niederspannung	3
1980	Mittelspannung	6
1981	Mittelspannung	4
1982	Mittelspannung	8
1982	Niederspannung	1
1983	Hochspannung	14
1984	Mittelspannung	4
1985	Mittelspannung	12
1986	Mittelspannung	6
1987	Hochspannung	18
1988	Mittelspannung	2
1988	Umspannebene Hochspannung/Mittelspannung	1
1989	Mittelspannung	4
1990	Mittelspannung	18
1991	Mittelspannung	10
1992	Mittelspannung	5
1993	Mittelspannung	5
1994	Mittelspannung	14
1995	Mittelspannung	14
1996	Umspannebene Hochspannung/Mittelspannung	8
1997	Mittelspannung	15
1997	Umspannebene Hochspannung/Mittelspannung	12
1998	Mittelspannung	13
1999	Mittelspannung	5
2000	Mittelspannung	15
2001	Mittelspannung	5
2002	Mittelspannung	4
2003	Mittelspannung	9
2004	Mittelspannung	5
2005	Mittelspannung	7
2006	Mittelspannung	4
2007	Hochspannung	18
2007	Mittelspannung	1
2008	Mittelspannung	5
2009	Umspannebene Hochspannung/Mittelspannung	13
2009	Mittelspannung	10
2010	Mittelspannung	19
2011	Mittelspannung	4
2012	Mittelspannung	20
2012	Umspannebene Hochspannung/Mittelspannung	2
2013	Mittelspannung	10
2014	Mittelspannung	6
2015	Mittelspannung	5
2015	Umspannebene Mittelspannung/Niederspannung	1
2016	Mittelspannung	5
2017	Mittelspannung	4
2018	Mittelspannung	5
2019	Mittelspannung	12
2020	Mittelspannung	5
2021	Mittelspannung	6
2022	Mittelspannung	5
2023	Hochspannung	17
2023	Mittelspannung	2
2024	Mittelspannung	8
2025	Umspannebene Hochspannung/Mittelspannung	4
2025	Mittelspannung	1
2025	Niederspannung	1
2026	Hochspannung	17
2026	Mittelspannung	11
2027	Mittelspannung	4
2027	Umspannebene Hochspannung/Mittelspannung	3
2028	Umspannebene Hochspannung/Mittelspannung	3
2028	Mittelspannung	2
2029	Mittelspannung	6
2030	Mittelspannung	4
2031	Mittelspannung	5
2032	Mittelspannung	7
2033	Mittelspannung	10
2033	Niederspannung	2
2034	Mittelspannung	19
2035	Umspannebene Hochspannung/Mittelspannung	4
2035	Mittelspannung	2
2036	Hochspannung	9
2036	Mittelspannung	9
2036	Umspannebene Mittelspannung/Niederspannung	3
2037	Mittelspannung	16
2038	Mittelspannung	70
2039	Umspannebene Hochspannung/Mittelspannung	20
2040	Umspannebene Hochspannung/Mittelspannung	6
2041	Hochspannung	12
2042	Mittelspannung	4
2043	Mittelspannung	4
2044	Mittelspannung	8
2045	Mittelspannung	6
2046	Mittelspannung	14
2047	Mittelspannung	5
2047	Umspannebene Hochspannung/Mittelspannung	4
2048	Mittelspannung	5
2049	Hochspannung	12
2049	Mittelspannung	1
2050	Mittelspannung	12
2051	Umspannebene Hochspannung/Mittelspannung	3
2051	Mittelspannung	1
2052	Hochspannung	24
2052	Mittelspannung	1
2053	Mittelspannung	3
2054	Mittelspannung	9
2054	Niederspannung	1
2055	Mittelspannung	6
2056	Hochspannung	6
2057	Umspannebene Hochspannung/Mittelspannung	4
2057	Mittelspannung	3
2058	Mittelspannung	11
2059	Umspannebene Hochspannung/Mittelspannung	3
2060	Hochspannung	6
2061	Mittelspannung	3
2061	Niederspannung	1
2062	Umspannebene Hochspannung/Mittelspannung	4
2063	Mittelspannung	6
2064	Hochspannung	8
2064	Mittelspannung	1
2065	Umspannebene Hochspannung/Mittelspannung	16
2065	Mittelspannung	7
2066	Hochspannung	7
2067	Mittelspannung	13
2068	Mittelspannung	4
2069	Mittelspannung	13
2070	Hochspannung	12
2070	Mittelspannung	5
2070	Niederspannung	1
2071	Umspannebene Hochspannung/Mittelspannung	9
2071	Mittelspannung	5
2072	Mittelspannung	9
2072	Niederspannung	2
2073	Mittelspannung	8
2073	Niederspannung	1
2074	Mittelspannung	11
2075	Mittelspannung	73
2075	Niederspannung	1
2076	Mittelspannung	11
2077	Mittelspannung	85
2077	Hochspannung	6
2078	Mittelspannung	21
2078	Umspannebene Hochspannung/Mittelspannung	7
2079	Umspannebene Hochspannung/Mittelspannung	5
2079	Mittelspannung	1
2080	Umspannebene Hochspannung/Mittelspannung	2
2080	Mittelspannung	1
2081	Mittelspannung	6
2082	Mittelspannung	3
2082	Umspannebene Hochspannung/Mittelspannung	2
2083	Mittelspannung	15
2084	Mittelspannung	4
2085	Mittelspannung	8
2086	Mittelspannung	4
2087	Hochspannung	8
2087	Mittelspannung	3
2088	Hochspannung	7
2088	Niederspannung	1
2088	Umspannebene Mittelspannung/Niederspannung	1
2089	Mittelspannung	7
2090	Mittelspannung	6
2091	Mittelspannung	5
2092	Mittelspannung	4
2093	Mittelspannung	5
2094	Umspannebene Hochspannung/Mittelspannung	10
2094	Mittelspannung	5
2095	Mittelspannung	9
2096	Mittelspannung	8
2097	Mittelspannung	5
2097	Niederspannung	1
2098	Hochspannung	19
2099	Mittelspannung	2
2099	Umspannebene Mittelspannung/Niederspannung	2
2100	Umspannebene Hochspannung/Mittelspannung	7
2101	Mittelspannung	6
2101	Niederspannung	2
2102	Mittelspannung	6
2103	Mittelspannung	4
2104	Mittelspannung	4
2105	Mittelspannung	7
2106	Hochspannung	6
2106	Mittelspannung	2
2107	Mittelspannung	4
2108	Mittelspannung	9
2109	Hochspannung	7
2110	Hochspannung	6
2111	Mittelspannung	12
2112	Umspannebene Hochspannung/Mittelspannung	5
2112	Mittelspannung	2
2113	Hochspannung	9
2114	Hochspannung	6
2114	Umspannebene Hochspannung/Mittelspannung	6
2114	Mittelspannung	1
2114	Niederspannung	1
2115	Mittelspannung	7
2116	Mittelspannung	18
2117	Hochspannung	7
2118	Umspannebene Hochspannung/Mittelspannung	5
2118	Mittelspannung	2
2119	Mittelspannung	5
2120	Mittelspannung	6
2121	Hochspannung	16
2122	Umspannebene Hochspannung/Mittelspannung	4
2122	Mittelspannung	1
2123	Mittelspannung	12
2124	Mittelspannung	10
2125	Mittelspannung	18
2125	Hochspannung	8
2125	Umspannebene Hochspannung/Mittelspannung	7
2125	Umspannebene Mittelspannung/Niederspannung	4
2126	Mittelspannung	11
2127	Hochspannung	8
2128	Mittelspannung	5
2128	Umspannebene Mittelspannung/Niederspannung	1
2129	Hochspannung	5
2130	Mittelspannung	5
2131	Mittelspannung	17
2131	Niederspannung	1
2132	Umspannebene Hochspannung/Mittelspannung	7
2133	Mittelspannung	5
2134	Mittelspannung	16
2135	Mittelspannung	6
2136	Mittelspannung	5
2137	Mittelspannung	9
2137	Umspannebene Hochspannung/Mittelspannung	8
2138	Mittelspannung	4
2139	Hochspannung	12
2139	Mittelspannung	3
2140	Hochspannung	14
2140	Mittelspannung	8
2141	Mittelspannung	3
2141	Umspannebene Hochspannung/Mittelspannung	3
2142	Mittelspannung	6
2143	Hochspannung	5
2143	Mittelspannung	1
2144	Mittelspannung	4
2145	Mittelspannung	6
2145	Niederspannung	1
2146	Mittelspannung	5
2147	Hochspannung	3
2147	Mittelspannung	1
2148	Umspannebene Hochspannung/Mittelspannung	6
2148	Mittelspannung	4
2149	Hochspannung	14
2149	Umspannebene Hochspannung/Mittelspannung	7
2149	Mittelspannung	2
2150	Umspannebene Hochspannung/Mittelspannung	8
2150	Mittelspannung	2
2151	Umspannebene Hochspannung/Mittelspannung	5
2151	Mittelspannung	2
2151	Niederspannung	1
2152	Mittelspannung	17
2153	Hochspannung	11
2153	Mittelspannung	9
2153	Umspannebene Mittelspannung/Niederspannung	1
2154	Mittelspannung	8
2155	Mittelspannung	6
2155	Umspannebene Hochspannung/Mittelspannung	4
2155	Niederspannung	1
2156	Umspannebene Hochspannung/Mittelspannung	7
2156	Mittelspannung	1
2157	Hochspannung	6
2157	Mittelspannung	1
2158	Mittelspannung	5
2158	Umspannebene Hochspannung/Mittelspannung	4
2159	Umspannebene Hochspannung/Mittelspannung	3
2159	Mittelspannung	2
2160	Umspannebene Hochspannung/Mittelspannung	17
2161	Mittelspannung	15
2162	Mittelspannung	7
2163	Mittelspannung	4
2164	Hochspannung	6
2165	Mittelspannung	9
2165	Hochspannung	4
2166	Mittelspannung	5
2167	Mittelspannung	8
2168	Mittelspannung	5
2169	Mittelspannung	7
2170	Mittelspannung	13
2171	Mittelspannung	9
2171	Umspannebene Hochspannung/Mittelspannung	3
2171	Niederspannung	1
2172	Mittelspannung	22
2172	Hochspannung	7
2173	Mittelspannung	8
2173	Umspannebene Mittelspannung/Niederspannung	1
2174	Mittelspannung	5
2175	Mittelspannung	11
2176	Mittelspannung	4
2177	Mittelspannung	11
2177	Hochspannung	7
2177	Umspannebene Hochspannung/Mittelspannung	5
2178	Mittelspannung	7
2178	Hochspannung	6
2179	Mittelspannung	4
2180	Hochspannung	5
2181	Umspannebene Hochspannung/Mittelspannung	4
2182	Umspannebene Hochspannung/Mittelspannung	18
2182	Mittelspannung	11
2182	Niederspannung	1
2182	Umspannebene Mittelspannung/Niederspannung	1
2183	Mittelspannung	5
2184	Mittelspannung	5
2185	Umspannebene Hochspannung/Mittelspannung	15
2185	Mittelspannung	2
2186	Mittelspannung	4
2187	Umspannebene Hochspannung/Mittelspannung	10
2187	Mittelspannung	5
2188	Mittelspannung	10
2189	Mittelspannung	4
2190	Mittelspannung	5
2191	Mittelspannung	5
2192	Mittelspannung	5
2193	Mittelspannung	9
2194	Hochspannung	6
2194	Mittelspannung	2
2195	Hochspannung	6
2196	Mittelspannung	19
2197	Mittelspannung	5
2198	Mittelspannung	28
2199	Umspannebene Hochspannung/Mittelspannung	7
2200	Mittelspannung	4
2200	Niederspannung	2
2201	Mittelspannung	5
2202	Mittelspannung	11
2203	Mittelspannung	5
2204	Mittelspannung	6
2205	Mittelspannung	8
2205	Hochspannung	5
2205	Niederspannung	1
2206	Hochspannung	11
2206	Mittelspannung	3
2207	Mittelspannung	7
2207	Umspannebene Hochspannung/Mittelspannung	3
2208	Mittelspannung	5
2209	Mittelspannung	8
2209	Niederspannung	1
2210	Hochspannung	10
2211	Hochspannung	2
2211	Mittelspannung	2
2212	Umspannebene Hochspannung/Mittelspannung	5
2212	Mittelspannung	2
2213	Mittelspannung	6
2213	Umspannebene Hochspannung/Mittelspannung	3
2214	Umspannebene Hochspannung/Mittelspannung	5
2214	Hochspannung	3
2214	Mittelspannung	3
2215	Mittelspannung	4
2216	Mittelspannung	8
2217	Mittelspannung	16
2218	Mittelspannung	5
2219	Hochspannung	9
2219	Mittelspannung	1
2219	Niederspannung	1
2220	Hochspannung	28
2220	Mittelspannung	16
2221	Mittelspannung	18
2222	Mittelspannung	5
2223	Mittelspannung	5
2224	Hochspannung	15
2224	Mittelspannung	8
2224	Umspannebene Mittelspannung/Niederspannung	5
2225	Hochspannung	10
2225	Mittelspannung	8
2226	Mittelspannung	6
2227	Mittelspannung	6
2228	Hochspannung	4
2229	Hochspannung	9
2230	Hochspannung	15
2230	Mittelspannung	1
2230	Umspannebene Mittelspannung/Niederspannung	1
2231	Mittelspannung	9
2232	Mittelspannung	8
2232	Umspannebene Hochspannung/Mittelspannung	4
2233	Mittelspannung	3
2234	Mittelspannung	4
2235	Mittelspannung	8
2235	Niederspannung	1
2236	Mittelspannung	20
2236	Niederspannung	1
2237	Umspannebene Hochspannung/Mittelspannung	3
2237	Mittelspannung	2
2238	Mittelspannung	17
2239	Mittelspannung	17
2240	Mittelspannung	7
2240	Niederspannung	1
2241	Hochspannung	4
2242	Hochspannung	8
2243	Umspannebene Hochspannung/Mittelspannung	7
2244	Mittelspannung	3
2245	Mittelspannung	5
2246	Mittelspannung	4
2247	Mittelspannung	11
2248	Mittelspannung	2
2248	Niederspannung	2
2249	Hochspannung	23
2249	Mittelspannung	6
2249	Umspannebene Hochspannung/Mittelspannung	2
2249	Umspannebene Mittelspannung/Niederspannung	1
2250	Hochspannung	30
2250	Umspannebene Hochspannung/Mittelspannung	4
2250	Mittelspannung	3
2250	Umspannebene Mittelspannung/Niederspannung	1
2251	Mittelspannung	8
2252	Hochspannung	20
2253	Mittelspannung	8
2254	Mittelspannung	10
2255	Hochspannung	9
2255	Mittelspannung	2
2256	Hochspannung	13
2257	Mittelspannung	6
2258	Mittelspannung	2
2258	Niederspannung	2
2259	Mittelspannung	6
2260	Mittelspannung	9
2261	Mittelspannung	4
2261	Niederspannung	1
2262	Hochspannung	4
2262	Mittelspannung	1
2263	Mittelspannung	6
2263	Niederspannung	2
2264	Hochspannung	5
2265	Hochspannung	5
2265	Mittelspannung	1
2266	Hochspannung	4
2266	Mittelspannung	1
2267	Hochspannung	5
2267	Mittelspannung	5
2268	Hochspannung	38
2268	Mittelspannung	7
2269	Umspannebene Hochspannung/Mittelspannung	5
2270	Hochspannung	5
2270	Mittelspannung	1
2271	Mittelspannung	4
2272	Umspannebene Hochspannung/Mittelspannung	3
2272	Mittelspannung	2
2273	Mittelspannung	5
2273	Niederspannung	1
2274	Mittelspannung	8
2275	Mittelspannung	4
2276	Umspannebene Hochspannung/Mittelspannung	8
2276	Mittelspannung	4
2277	Umspannebene Hochspannung/Mittelspannung	11
2278	Hochspannung	16
2279	Mittelspannung	5
2280	Mittelspannung	5
2281	Mittelspannung	6
2281	Umspannebene Mittelspannung/Niederspannung	2
2282	Mittelspannung	13
2283	Mittelspannung	6
2283	Niederspannung	1
2284	Hochspannung	27
2284	Mittelspannung	4
2284	Umspannebene Hochspannung/Mittelspannung	2
2285	Mittelspannung	7
2286	Mittelspannung	4
2287	Mittelspannung	44
2288	Hochspannung	9
2289	Hochspannung	14
2289	Mittelspannung	9
2290	Mittelspannung	8
2290	Niederspannung	1
2291	Hochspannung	3
2291	Umspannebene Hochspannung/Mittelspannung	1
2292	Mittelspannung	4
2293	Mittelspannung	5
2294	Mittelspannung	12
2295	Mittelspannung	5
2296	Mittelspannung	6
2297	Mittelspannung	3
2297	Umspannebene Mittelspannung/Niederspannung	1
2298	Hochspannung	8
2298	Mittelspannung	2
2299	Mittelspannung	4
2299	Hochspannung	2
2300	Mittelspannung	10
2301	Mittelspannung	12
2302	Mittelspannung	7
2302	Hochspannung	4
2303	Mittelspannung	4
2304	Mittelspannung	3
2305	Hochspannung	9
2305	Mittelspannung	1
2306	Mittelspannung	8
2307	Hochspannung	4
2307	Mittelspannung	1
2308	Hochspannung	17
2309	Hochspannung	3
2309	Mittelspannung	1
2310	Hochspannung	5
2310	Mittelspannung	2
2311	Hochspannung	4
2311	Mittelspannung	2
2312	Hochspannung	8
2312	Mittelspannung	1
2313	Mittelspannung	7
2314	Mittelspannung	6
2315	Mittelspannung	3
2315	Niederspannung	2
2316	Hochspannung	7
2316	Umspannebene Hochspannung/Mittelspannung	7
2316	Mittelspannung	4
2317	Hochspannung	7
2318	Hochspannung	5
2318	Mittelspannung	5
2319	Mittelspannung	10
2319	Hochspannung	6
2320	Mittelspannung	5
2320	Umspannebene Mittelspannung/Niederspannung	1
2321	Hochspannung	4
2322	Hochspannung	46
2322	Mittelspannung	6
2323	Mittelspannung	7
2324	Mittelspannung	4
2325	Mittelspannung	3
2326	Mittelspannung	7
2327	Hochspannung	3
2327	Mittelspannung	2
2328	Hochspannung	8
2328	Mittelspannung	3
2329	Hochspannung	9
2330	Mittelspannung	7
2331	Mittelspannung	6
2332	Hochspannung	4
2333	Mittelspannung	8
2334	Mittelspannung	28
2335	Hochspannung	4
2336	Mittelspannung	11
2336	Hochspannung	4
2337	Hochspannung	3
2337	Mittelspannung	2
2338	Hochspannung	7
2339	Mittelspannung	2
2339	Hochspannung	1
2340	Mittelspannung	15
2340	Hochspannung	6
2341	Mittelspannung	8
2342	Mittelspannung	6
2342	Niederspannung	1
2343	Mittelspannung	4
2344	Mittelspannung	5
2344	Niederspannung	1
2345	Mittelspannung	7
2346	Mittelspannung	4
2346	Niederspannung	1
2347	Mittelspannung	8
2347	Hochspannung	7
2348	Hochspannung	6
2348	Mittelspannung	2
2349	Mittelspannung	5
2350	Mittelspannung	4
2351	Mittelspannung	7
2351	Umspannebene Hochspannung/Mittelspannung	7
2352	Hochspannung	11
2352	Mittelspannung	8
2352	Niederspannung	1
2353	Hochspannung	3
2354	Mittelspannung	7
2355	Hochspannung	5
2356	Hochspannung	5
2357	Hochspannung	2
2357	Umspannebene Hochspannung/Mittelspannung	1
2358	Hochspannung	7
2358	Mittelspannung	4
2358	Umspannebene Hochspannung/Mittelspannung	3
